,Unnamed: 0,#,Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments,Senator Name,Type,Comment
2949,,93,Spouse,PNRZX,Prudential Jennison Natural Resources Z (NASDAQ),Purchase,07/23/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2950,,94,Spouse,ABRYX,Invesco Balanced-Risk Allc Y (NASDAQ),Purchase,07/23/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2951,,95,Spouse,NEFFX,American Funds New Economy F2 (NASDAQ),Purchase,07/23/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2952,,96,Spouse,PMCPX,Principal MidCap P (NASDAQ),Purchase,07/23/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2953,,97,Spouse,HWAIX,Hotchkis & Wiley Value Opps Instl (NASDAQ),Purchase,07/23/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2954,,98,Spouse,THOPX,Thompson Bond (NASDAQ),Purchase,07/23/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2955,,99,Spouse,OOSYX,Oppenheimer Senior Floating Rate Y (NASDAQ),Purchase,07/23/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2956,,100,Self,--,Pointer Management Investment Fund,Sale (Full),12/31/2014,"$5,000,001 - $25,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2957,,101,Self,--,TSWII Investment Fund,Sale (Full),12/31/2014,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2958,,102,Self,--,Gerber Taylor - Midland U.S. Equity LP,Sale (Full),02/19/2014,"$500,001 - $1,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2959,,103,Self,--,Gerber Taylor Emerging Markets LP,Sale (Full),02/19/2014,"$250,001 - $500,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2960,,104,Self,--,Gerber Taylor Partners LP,Sale (Full),02/19/2014,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2961,,105,Self,--,Gerber Taylor Global Hedge LP,Sale (Full),02/19/2014,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2962,,106,Self,--,"Gerber Taylor Fixed Income Fund, LP",Purchase,02/19/2014,"$500,001 - $1,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2963,,107,Self,--,Gerber Taylor - Midland International Equity LP,Sale (Full),07/16/2014,"$500,001 - $1,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2964,,108,Self,--,Gerber Taylor - Midland Fixed Income LP,Sale (Full),07/16/2014,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2965,,109,Self,--,Gerber Taylor Special Opportunities LP,Sale (Full),07/16/2014,"$100,001 - $250,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2966,,110,Self,--,Gerber Taylor MLP LP,Sale (Full),07/16/2014,"$100,001 - $250,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2967,,111,Self,--,"NLL Holdings, LLC",Purchase,05/29/2014,"$1,000,001 - $5,000,000",Commercial Real Estate,The Honorable Robert P Corker Jr. (Former Senator),,
2968,,112,Self,--,"McGowin Park, LLC",Purchase,07/11/2014,"$1,000,001 - $5,000,000",Commercial Real Estate,The Honorable Robert P Corker Jr. (Former Senator),,
2969,,1,Self,--,MSILF Morgan Stanley Money Market,Sale (Partial),01/02/2013,"$500,001 - $1,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2970,,2,Self,--,MSILF Morgan Stanley Money Market,Sale (Partial),01/18/2013,"$250,001 - $500,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2971,,3,Self,--,Gerber Taylor - Emerging Markets (QP) L.P.,Purchase,04/01/2013,"$250,001 - $500,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2972,,4,Self,--,"Gerber Taylor - MLP Fund, L.P.",Purchase,04/01/2013,"$100,001 - $250,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2973,,5,Self,--,"Gerber Taylor - Special Opportunities III, L.P.",Purchase,04/01/2013,"$100,001 - $250,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2974,,6,Self,--,"Gerber Taylor - Midland Fixed Income Fund, L.P.",Purchase,04/01/2013,"$100,001 - $250,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2975,,7,Self,--,"Gerber Taylor - Midland International Equity QP Fund, L.P.",Purchase,04/01/2013,"$500,001 - $1,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2976,,8,Self,--,"Gerber Taylor - Midland U.S. Equity QP Fund, L.P.",Purchase,04/01/2013,"$500,001 - $1,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2977,,9,Self,--,"Gerber Taylor - Partners, L.P.",Purchase,04/01/2013,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2978,,10,Self,--,"Gerber Taylor - Global Hedge, L.P.",Purchase,04/01/2013,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2979,,11,Self,--,MSILF Morgan Stanley Money Market,Sale (Partial),04/10/2013,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2980,,12,Self,--,MSILF Morgan Stanley Money Market,Purchase,04/11/2013,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2981,,13,Self,--,"101 East Brow Road, Lookout Mountain, GA (inside Corker Properties I)",Sale (Full),04/19/2013,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2982,,14,Self,--,MSILF Morgan Stanley Money Market,Sale (Partial),08/28/2013,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2983,,15,Self,--,Raymond James Bank Deposit,Purchase,08/29/2013,"$5,000,001 - $25,000,000",Transfer from Morgan Stanley,The Honorable Robert P Corker Jr. (Former Senator),,
2984,,16,Self,CBL,CBL & Associates Properties Inc. (NYSE),Purchase,10/10/2013,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2985,,17,Self,CBL,CBL & Associates Properties Inc. (NYSE),Purchase,11/06/2013,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2986,,18,Self,CBL,CBL & Associates Properties Inc. (NYSE),Purchase,11/06/2013,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2987,,19,Self,--,"Sweetgreen, Private Stock",Purchase,06/28/2013,"$100,001 - $250,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2988,,20,Self,--,Pointer (QP) LP Investments,Purchase,04/01/2013,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),,
2989,,1,Spouse,CVX,Chevron Corporation (NYSE),,01/14/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
2990,,2,Self,--,Cyrpress Energy Partners LP LTD,,01/16/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
2991,,3,Spouse,GILD,Gilead Sciences Inc. (NASDAQ),,01/16/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
2992,,4,Self,LGCY,Legacy Reserves Lp (NASDAQ),,01/16/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
2993,,5,Self,GS,"The Goldman Sachs Group, Inc. (NYSE)",,01/21/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
2994,,6,Self,OHI,Omega Healthcare Investors Inc. (NYSE),,01/21/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
2995,,7,Self,L,Loews Corporation (NYSE),,01/23/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
2996,,8,Spouse,--,Bank of New Albany,,01/30/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Partial),Sold 511 Shares
2997,,9,Self,ARP,"Atlas Resource Partners, L.P. (NYSE)",,01/31/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
2998,,10,Self,DFS,Discover Financial Services (NYSE),,01/31/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
2999,,11,Self,TXT,Textron Inc. (NYSE),,01/31/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3000,,12,Self,LKQ,LKQ Corp. (NASDAQ),,02/12/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3001,,13,Self,--,Deans Foods Company 7% 6/1/2016 (Cusip: 242370AA2),,02/12/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),This is a bond with a maturity date of 6/1/2016
3002,,14,Self,LKQ,LKQ Corp. (NASDAQ),,02/13/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3003,,15,Spouse,KSU,Kansas City Southern (NYSE),,02/13/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3004,,16,Spouse,--,US Treasury Note 1.25% Due 11/30/2018,,03/05/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3005,,17,Self,--,Genessee & WYO Incorporated Class,,03/10/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3006,,18,Self,WLL,Whiting Petroleum Corp. (NYSE),,03/10/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3007,,19,Self,--,WLL - Whiting Petroleum Corporation NEW,,03/11/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3008,,20,Self,FLR,Fluor Corporation (NYSE),,03/13/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3009,,21,Self,USG,USG Corporation (NYSE),,03/21/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3010,,22,Self,EXXI,Energy XXI (Bermuda) Limited (NASDAQ),,03/24/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3011,,23,Self,QCOM,QUALCOMM Incorporated (NASDAQ),,03/27/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3012,,24,Self,MWE,"MarkWest Energy Partners, L.P. (NYSE)",,03/28/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3013,,25,Spouse,--,Renasant Trust Mda,,03/31/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3014,,26,Self,TEX,Terex Corp. (NYSE),,04/07/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3015,,27,Self,--,Nestle S A Sponsored ADR,,04/10/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3016,,28,Spouse,AMGN,Amgen Inc. (NASDAQ),,04/11/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3017,,29,Spouse,PNC,"The PNC Financial Services Group, Inc. (NYSE)",,04/11/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3018,,30,Spouse,--,Linnco LLC Comshs LTD,,04/16/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3019,,31,Spouse,XLNX,Xilinx Inc. (NASDAQ),,04/27/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3020,,32,Self,EXXI,Energy XXI (Bermuda) Limited (NASDAQ),,05/27/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3021,,33,Spouse,CTSH,Cognizant Technology Solutions Corporation (NASDAQ),,05/30/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3022,,34,Self,HDS,"HD Supply Holdings, Inc. (NASDAQ)",,06/02/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3023,,35,Self,IRDM,Iridium Communications Inc. (NASDAQ),,06/02/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3024,,36,Self,HDS,"HD Supply Holdings, Inc. (NASDAQ)",,06/02/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3025,,37,Self,BX,The Blackstone Group L.P. (NYSE),,06/02/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3026,,38,Spouse,MRK,Merck & Co. Inc. (NYSE),,06/04/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3027,,39,Spouse,USB-PN,US Bancorp Del DEPOSITARY SH S (NYSE),,06/04/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3028,,40,Spouse,V,Visa Inc. (NYSE),,06/04/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3029,,41,Self,HDS,"HD Supply Holdings, Inc. (NASDAQ)",,06/05/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3030,,42,Self,IRDM,Iridium Communications Inc. (NASDAQ),,06/05/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3031,,43,Spouse,EMC,EMC Corporation (NYSE),,06/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3032,,44,Spouse,--,US Treasury Note 3.875% Due 5/15/2018,,06/11/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3033,,45,Spouse,HIG,"The Hartford Financial Services Group, Inc. (NYSE)",,06/11/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),6.30% Dtd 3/4/2008 due 3/15/2018
3034,,46,Spouse,KMB,Kimberly-Clark Corporation (NYSE),,06/14/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3035,,47,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),,06/14/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3036,,48,Spouse,ESRX,Express Scripts Holding Company (NASDAQ),,06/18/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3037,,49,Spouse,GM,General Motors Company (NYSE),,06/19/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3038,,50,Spouse,EBAY,eBay Inc. (NASDAQ),,06/23/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Partial),--
3039,,51,Spouse,IR,Ingersoll-Rand Plc (NYSE),,06/25/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),6.875% Dtd. 3/4/2008 due 3/15/2018
3040,,52,Spouse,--,US Treasusry Note 1.875% Due 8/3/2017,,06/25/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3041,,53,Spouse,--,Rensant Trust Mda,,06/30/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Partial),Sales 4/1/2014 to 6/30/2014
3042,,54,Spouse,--,US Treasury Note 1.25% Dtd 11/30/2013 Due 11/30/2018,,07/01/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3043,,55,Self,LKQ,LKQ Corp. (NASDAQ),,07/17/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3044,,56,Self,BX,The Blackstone Group L.P. (NYSE),,07/18/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3045,,57,Self,CFX,Colfax Corporation (NYSE),,07/18/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3046,,58,Self,BHI,Baker Hughes Incorporated (NYSE),,07/18/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3047,,59,Self,CFX,Colfax Corporation (NYSE),,07/21/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3048,,60,Spouse,NOV,"National Oilwell Varco, Inc. (NYSE)",,07/23/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3049,,61,Spouse,QCOM,QUALCOMM Incorporated (NASDAQ),,07/23/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3050,,62,Self,--,"NTAP - NetApp, Inc. (NASDAQ)",,07/23/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3051,,63,Spouse,COP,ConocoPhillips (NYSE),,07/23/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3052,,64,Self,--,pds,,07/24/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3053,,65,Self,XOM,Exxon Mobil Corporation (NYSE),,07/31/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3054,,66,Self,COV,Covidien plc (NYSE),,08/06/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3055,,67,Self,TEP,"Tallgrass Energy Partners, LP (NYSE)",,08/07/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3056,,68,Self,PAA,"Plains All American Pipeline, L.P. (NYSE)",,08/08/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3057,,69,Self,ADT,The ADT Corporation (NYSE),,08/11/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3058,,70,Self,GE,General Electric Company (NYSE),,08/11/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3059,,71,Self,ASH,Ashland Inc. (NYSE),,08/11/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3060,,72,Self,VTTI,VTTI Energy Partners LP (NYSE),,08/26/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3061,,73,Self,CMLP,Crestwood Midstream Partners LP (NYSE),,08/26/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3062,,74,Self,MET,"MetLife, Inc. (NYSE)",,08/27/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3063,,75,Spouse,EBAY,eBay Inc. (NASDAQ),,09/01/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Partial),--
3064,,76,Self,USAC,"USA Compression Partners, LP (NYSE)",,09/03/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3065,,77,Self,TXT,Textron Inc. (NYSE),,09/04/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3066,,78,Self,GSJK,"Compressco Partners, L.P. (NASDAQ)",,09/04/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3067,,79,Self,DFS,Discover Financial Services (NYSE),,09/05/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3068,,80,Self,TXT,Textron Inc. (NYSE),,09/05/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3069,,81,Self,CTRX,Catamaran Corporation (NASDAQ),,09/08/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3070,,82,Self,CTRX,Catamaran Corporation (NASDAQ),,09/08/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3071,,83,Spouse,USB-PN,US Bancorp Del DEPOSITARY SH S (NYSE),,09/10/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3072,,84,Spouse,BBT,BB&T Corporation (NYSE),,09/10/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3073,,85,Self,VTTI,VTTI Energy Partners LP (NYSE),,09/12/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3074,,86,Spouse,ABBV,AbbVie Inc. (NYSE),,09/15/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3075,,87,Self,CELP,"Cypress Energy Partners, L.P. (NYSE)",,09/15/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3076,,88,Spouse,--,Bank of New Albany,,09/18/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Partial),--
3077,,89,Spouse,DOW,The Dow Chemical Company (NYSE),,09/23/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3078,,90,Spouse,MMM,3M Company (NYSE),,09/23/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3079,,91,Spouse,ROST,Ross Stores Inc. (NASDAQ),,09/23/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3080,,92,Spouse,AMGN,Amgen Inc. (NASDAQ),,09/23/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3081,,93,Spouse,LINE,"Linn Energy, LLC (NASDAQ)",,09/23/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3082,,94,Self,SAN,"Banco Santander, S.A. (NYSE)",,09/29/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3083,,95,Self,SAN,"Banco Santander, S.A. (NYSE)",,09/29/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3084,,96,Spouse,--,US Treasury Note 1.25% Dtd 10/31/2013 Due 10/31/2018,,09/30/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3085,,97,Spouse,--,Renasant Trust Mda,,09/30/2014,"$50,001 - $100,000",,The Honorable Thad Cochran (Former Senator),Purchase,Purchases (22) 7/1/2014-9/30/2014
3086,,98,Spouse,--,Renasant Trust Mda,,09/30/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Partial),--
3087,,99,Self,ASH,Ashland Inc. (NYSE),,10/02/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3088,,100,Spouse,SDRL,SeaDrill Limited (NYSE),,10/02/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3089,,101,Self,PAA,"Plains All American Pipeline, L.P. (NYSE)",,10/06/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3090,,102,Self,ADT,The ADT Corporation (NYSE),,10/07/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3091,,103,Self,IRDM,Iridium Communications Inc. (NASDAQ),,10/14/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3092,,104,Spouse,DOW,The Dow Chemical Company (NYSE),,10/15/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3093,,105,Self,COV,Covidien plc (NYSE),,10/15/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3094,,106,Self,LNC,Lincoln National Corporation (NYSE),,10/15/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3095,,107,Spouse,NOV,"National Oilwell Varco, Inc. (NYSE)",,10/15/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3096,,108,Spouse,GM,General Motors Company (NYSE),,10/15/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3097,,109,Spouse,VZ,Verizon Communications Inc. (NYSE),,10/17/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3098,,110,Self,SWN,Southwestern Energy Co. (NYSE),,10/17/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3099,,111,Self,SWN,Southwestern Energy Co. (NYSE),,10/27/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3100,,112,Self,RXN,Rexnord Corporation (NYSE),,10/28/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3101,,113,Self,BECN,"Beacon Roofing Supply, Inc. (NASDAQ)",,10/28/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3102,,114,Self,HDS,"HD Supply Holdings, Inc. (NASDAQ)",,10/28/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3103,,115,Spouse,--,Renasant Trust Mda,,10/31/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3104,,116,Spouse,--,Renasant Trust Mda,,10/31/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Partial),sales 10/1/2014- 10/31/2014
3105,,117,Spouse,--,Renasant Trust Mda,,11/01/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,monthly statement shows as purchases (7) 11/1/14-11/30
3106,,118,Spouse,--,Renasant Trust Mda,,11/01/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),"Statement states ""(5) 11/1 - 11/30"
3107,,119,Self,HCP,"HCP, Inc. (NYSE)",,11/03/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3108,,120,Self,BHI,Baker Hughes Incorporated (NYSE),,11/03/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3109,,121,Self,BECN,"Beacon Roofing Supply, Inc. (NASDAQ)",,11/05/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3110,,122,Self,CVS,CVS Health Corporation (NYSE),,11/05/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3111,,123,Spouse,SYK,Stryker Corporation (NYSE),,11/05/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3112,,124,Spouse,SYK,Stryker Corporation (NYSE),,11/05/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3113,,125,Self,ABDC,Alcentra Capital Corp. (NASDAQ),,11/05/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3114,,126,Spouse,CMI,Cummins Inc. (NYSE),,11/06/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3115,,127,Self,AJG,Arthur J Gallagher & Co. (NYSE),,11/10/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3116,,128,Self,NTAP,"NetApp, Inc. (NASDAQ)",,11/10/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3117,,129,Self,USAC,"USA Compression Partners, LP (NYSE)",,11/13/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3118,,130,Self,GE,General Electric Company (NYSE),,11/17/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
