,Unnamed: 0,#,Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments,Senator Name,Type,Comment
3119,,131,Spouse,GILD,Gilead Sciences Inc. (NASDAQ),,11/20/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3120,,132,Self,CTRX,Catamaran Corporation (NASDAQ),,12/03/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3121,,133,Self,MRO,Marathon Oil Corporation (NYSE),,12/05/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3122,,134,Self,STE,Steris Corp. (NYSE),,12/05/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3123,,135,Self,EFA,iShares MSCI EAFE (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3124,,136,Self,QAI,IQ Hedge Multi-Strategy Tracker ETF (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3125,,137,Self,AGG,iShares Core US Aggregate Bond (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3126,,138,Self,EEM,iShares MSCI Emerging Markets (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3127,,139,Self,IWD,iShares Russell 1000 Value (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3128,,140,Self,IWM,iShares Russell 2000 (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3129,,141,Self,IWF,iShares Russell 1000 Growth (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3130,,142,Self,EMLC,Market Vectors EM Local Currency Bd ETF (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3131,,143,Self,JNK,SPDR Barclays High Yield Bond ETF (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3132,,144,Self,SDY,SPDR S&P Dividend ETF (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3133,,145,Self,MDY,SPDR S&P MidCap 400 ETF (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3134,,146,Self,FLRN,SPDR Barclays Investment Grd Fl Rt ETF (NYSEArca),,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3135,,147,Spouse,ETN,Eaton Corporation plc (NYSE),,12/10/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3136,,148,Self,PNR,Pentair plc (NYSE),,12/12/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3137,,149,Self,RXN,Rexnord Corporation (NYSE),,12/12/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3138,,150,Spouse,LNCO,"Linn Co, LLC (NASDAQ)",,12/15/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3139,,151,Self,ACEIX,Invesco Equity and Income A (NASDAQ),,12/15/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3140,,152,Self,VGRAX,Invesco Mid Cap Growth A (NASDAQ),,12/15/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3141,,153,Self,VILLX,Villere Balanced Inv (NASDAQ),,12/17/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3142,,154,Self,GE,General Electric Company (NYSE),,12/17/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3143,,155,Self,STE,Steris Corp. (NYSE),,12/17/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3144,,156,Self,VPFG,"ViewPoint Financial Group, Inc. (NASDAQ)",,12/18/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3145,,157,Self,WCC,WESCO International Inc. (NYSE),,12/18/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3146,,158,Spouse,AXP,American Express Company (NYSE),,12/22/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3147,,159,Self,RAD,Rite Aid Corporation (NYSE),,12/22/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3148,,160,Spouse,GILD,Gilead Sciences Inc. (NASDAQ),,12/26/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3149,,161,Self,BURFX,Burnham Financial Long/Short A (NASDAQ),,12/29/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3150,,162,Spouse,COP,ConocoPhillips (NYSE),,12/29/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3151,,163,Self,LTXB,LegacyTexas Financial Group Inc. (NASDAQ),,12/30/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Exchange,--
3152,,164,Self,HCN,"Health Care REIT, Inc. (NYSE)",,12/30/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3153,,165,Self,VPFG,"ViewPoint Financial Group, Inc. (NASDAQ)",,12/30/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Exchange,--
3154,,166,Spouse,--,Renasant Trust Mda,,12/31/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3155,,167,Spouse,--,Renasant Trust Mda,,12/31/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3156,,1,Self,--,Sudley Manor Retirement Home,Sale (Full),07/08/2014,"$15,001 - $50,000",Sale of partnership assets resulting in dissolution of partnership,The Honorable Thad Cochran (Former Senator),,
3157,,2,Self,--,"NTAP - NetApp, Inc. (NASDAQ)",Purchase,07/23/2014,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3158,,3,Self,--,EMB - iShares JPMorgan USD Emerg Markets Bond (NYSEArca),Purchase,12/09/2014,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3159,,1,Self,AWCMY,Alumina Ltd. (OTC Markets),,01/02/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3160,,2,Self,GMXRQ,GMX Resources Inc. (OTC Markets),,01/09/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3161,,3,Self,--,Newberger Berman MLP,,03/25/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3162,,4,Self,WPX,"WPX Energy, Inc. (NYSE)",,03/26/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3163,,5,Self,WPX,"WPX Energy, Inc. (NYSE)",,03/26/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3164,,6,Self,VLO,Valero Energy Corporation (NYSE),,04/03/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3165,,7,Self,AWCMY,Alumina Ltd. (OTC Markets),,04/08/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3166,,8,Self,ZTS,Zoetis Inc. (NYSE),,04/15/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3167,,9,Self,--,Newberger Bereman MLP,,05/03/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3168,,10,Self,LINE,"Linn Energy, LLC (NASDAQ)",,05/06/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3169,,11,Self,--,Mid States Petroleum,,05/14/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3170,,12,Self,TRN,Trinity Industries Inc. (NYSE),,05/24/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3171,,13,Self,TRN,Trinity Industries Inc. (NYSE),,06/06/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3172,,14,Self,NEE,"NextEra Energy, Inc. (NYSE)",,06/15/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3173,,15,Self,ARP,"Atlas Resource Partners, L.P. (NYSE)",,06/17/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3174,,16,Self,HLX,"Helix Energy Solutions Group, Inc. (NYSE)",,06/20/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3175,,17,Self,DOW,The Dow Chemical Company (NYSE),,06/24/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3176,,18,Self,SWK,"Stanley Black & Decker, Inc. (NYSE)",,06/24/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3177,,19,Self,ITW,Illinois Tool Works Inc. (NYSE),,06/24/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3178,,20,Self,TEP,"Tallgrass Energy Partners, LP (NYSE)",,06/27/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3179,,21,Self,BMO,Bank of Montreal (NYSE),,07/13/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3180,,22,Self,CMLP,Crestwood Midstream Partners LP (NYSE),,07/25/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Exchange,--
3181,,23,Self,--,Inergy L.P.,,07/25/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3182,,24,Self,WPZ,Williams Partners L.P. (NYSE),,08/02/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3183,,25,Self,MPO,"Midstates Petroleum Company, Inc. (NYSE)",,08/06/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3184,,26,Self,RIG,Transocean Ltd. (NYSE),,09/05/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3185,,27,Self,TEX,Terex Corp. (NYSE),,09/05/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3186,,28,Self,WLL,Whiting Petroleum Corp. (NYSE),,09/14/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3187,,29,Self,REN,Resolute Energy Corporation (NYSE),,09/23/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3188,,30,Self,LNCGY,Linc Energy Ltd (OTC Markets),,09/26/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3189,,31,Self,HBAN,Huntington Bancshares Incorporated (NASDAQ),,10/03/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3190,,32,Self,KKR,Kohlberg Kravis Roberts & Co. L.P. (NYSE),,10/03/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3191,,33,Self,SO,Southern Company (NYSE),,10/14/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3192,,34,Self,RAD,Rite Aid Corporation (NYSE),,10/23/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3193,,35,Self,GMT,GATX Corp. (NYSE),,10/24/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3194,,36,Self,GMT,GATX Corp. (NYSE),,10/24/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3195,,37,Self,CTL,"CenturyLink, Inc. (NYSE)",,11/05/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3196,,38,Self,TRN,Trinity Industries Inc. (NYSE),,11/05/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3197,,39,Self,USG,USG Corporation (NYSE),,11/05/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Purchase,--
3198,,40,Self,TRN,Trinity Industries Inc. (NYSE),,11/21/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),Sale (Full),--
3199,,1,Self,WAG,Walgreen Co. (NYSE),Purchase,01/02/2012,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3200,,2,Self,DPS,"Dr Pepper Snapple Group, Inc. (NYSE)",Purchase,02/22/2012,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3201,,3,Self,AWC.AX,Alumina Ltd. (Australian),Purchase,12/27/2012,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3202,,4,Self,MDR,McDermott International Inc. (NYSE),Purchase,01/03/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3203,,5,Self,BBT,BB&T Corporation (NYSE),Sale (Full),01/04/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3204,,6,Self,TWI,Titan International Inc. (NYSE),Purchase,01/08/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3205,,7,Self,CSX,CSX Corp. (NYSE),Sale (Full),01/14/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3206,,8,Self,LNCO,"Linn Co, LLC (NASDAQ)",Sale (Full),01/22/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3207,,9,Self,EMC,EMC Corporation (NYSE),Purchase,01/22/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3208,,10,Self,HFC,HollyFrontier Corporation (NYSE),Purchase,01/23/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3209,,11,Self,IAG,IAMGOLD Corp. (NYSE),Sale (Full),01/23/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3210,,12,Self,FLEX,Flextronics International Ltd. (NASDAQ),Sale (Full),01/25/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3211,,13,Self,ARII,"American Railcar Industries, Inc. (NASDAQ)",Purchase,01/25/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3212,,14,Self,JQC,Nuveen Credit Strategies Income (NYSE),Sale (Full),01/28/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3213,,15,Self,OAS,Oasis Petroleum Inc. (NYSE),Purchase,01/29/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3214,,16,Self,FDX,FedEx Corporation (NYSE),Sale (Full),02/04/2013,"$1,001 - $15,000",8% notes,The Honorable Thad Cochran (Former Senator),,
3215,,17,Self,ECHSX,Eaton Vance Worldwide Health Sci C (NASDAQ),Sale (Full),02/05/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3216,,18,Self,PAUCX,PIMCO All Asset All Authority C (NASDAQ),Sale (Full),02/05/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3217,,19,Self,MPO,"Midstates Petroleum Company, Inc. (NYSE)",Purchase,05/14/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3218,,20,Self,WPX,"WPX Energy, Inc. (NYSE)",Purchase,02/06/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3219,,21,Self,TPLM,Triangle Petroleum Corporation (AMEX),Sale (Full),02/06/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3220,,22,Self,ZTS,Zoetis Inc. (NYSE),Purchase,02/07/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3221,,23,Self,GIS,"General Mills, Inc. (NYSE)",Purchase,02/07/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3222,,24,Self,TEVA,Teva Pharmaceutical Industries Limited (NYSE),Purchase,02/08/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3223,,25,Self,HLX,"Helix Energy Solutions Group, Inc. (NYSE)",Sale (Full),02/12/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3224,,26,Self,HFC,HollyFrontier Corporation (NYSE),Sale (Full),02/19/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3225,,27,Self,DPS,"Dr Pepper Snapple Group, Inc. (NYSE)",Purchase,02/19/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3226,,28,Self,LINE,"Linn Energy, LLC (NASDAQ)",Purchase,02/25/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3227,,29,Self,MDR,McDermott International Inc. (NYSE),Sale (Full),03/01/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3228,,30,Self,WPZ,Williams Partners L.P. (NYSE),Purchase,03/05/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3229,,31,Self,MRK,Merck & Co. Inc. (NYSE),Purchase,03/07/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3230,,32,Self,EMC,EMC Corporation (NYSE),Purchase,03/13/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3231,,33,Self,L,Loews Corporation (NYSE),Purchase,03/20/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3232,,34,Self,ODFL,Old Dominion Freight Line Inc. (NASDAQ),Purchase,03/26/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3233,,35,Self,WPX,"WPX Energy, Inc. (NYSE)",Sale (Full),04/01/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3234,,36,Self,GIS,"General Mills, Inc. (NYSE)",Sale (Full),04/01/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3235,,37,Self,ITW,Illinois Tool Works Inc. (NYSE),Purchase,04/02/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3236,,38,Self,AWC.AX,Alumina Ltd. (Australian),Sale (Full),04/03/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3237,,39,Self,HFC,HollyFrontier Corporation (NYSE),Purchase,04/04/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3238,,40,Self,VWO,Vanguard Emerging Markets Stock Idx ETF,Sale (Full),04/05/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3239,,41,Self,MET,"MetLife, Inc. (NYSE)",Purchase,04/12/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3240,,42,Self,TWI,Titan International Inc. (NYSE),Sale (Full),04/15/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3241,,43,Self,HLX,"Helix Energy Solutions Group, Inc. (NYSE)",Purchase,04/16/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3242,,44,Self,EMC,EMC Corporation (NYSE),Sale (Full),04/17/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3243,,45,Self,ZTS,Zoetis Inc. (NYSE),Sale (Full),04/18/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3244,,46,Self,VLO,Valero Energy Corporation (NYSE),Sale (Full),04/18/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3245,,47,Self,LNC,Lincoln National Corporation (NYSE),Purchase,04/26/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3246,,48,Self,HFC,HollyFrontier Corporation (NYSE),Sale (Full),04/26/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3247,,49,Self,HFC,HollyFrontier Corporation (NYSE),Sale (Full),04/26/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3248,,50,Self,DOW,The Dow Chemical Company (NYSE),Purchase,05/03/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3249,,51,Self,LNCO,"Linn Co, LLC (NASDAQ)",Sale (Full),05/06/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3250,,52,Self,--,lnco,Sale (Full),05/06/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3251,,53,Self,REN,Resolute Energy Corporation (NYSE),Purchase,05/09/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3252,,54,Self,LINE,"Linn Energy, LLC (NASDAQ)",Sale (Full),05/09/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3253,,55,Self,BX,The Blackstone Group L.P. (NYSE),Purchase,05/14/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3254,,56,Self,PWR,"Quanta Services, Inc. (NYSE)",Purchase,05/15/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3255,,57,Self,RAD,Rite Aid Corporation (NYSE),Purchase,05/20/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3256,,58,Self,KIM,Kimco Realty Corporation (NYSE),Sale (Full),05/22/2013,"$1,001 - $15,000",5.625% pfd.,The Honorable Thad Cochran (Former Senator),,
3257,,59,Self,OAS,Oasis Petroleum Inc. (NYSE),Sale (Full),05/24/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3258,,60,Self,EVEP,EV Energy Partners LP (NASDAQ),Purchase,05/28/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3259,,61,Self,PAUCX,PIMCO All Asset All Authority C (NASDAQ),Purchase,06/03/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3260,,62,Self,KRFT,"Kraft Foods Group, Inc. (NASDAQ)",Sale (Full),06/03/2013,"$15,001 - $50,000",,The Honorable Thad Cochran (Former Senator),,
3261,,63,Self,ODFL,Old Dominion Freight Line Inc. (NASDAQ),Sale (Full),06/05/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3262,,64,Self,--,"PJH - Prudential Financial, Inc. (NYSE)",Sale (Full),06/05/2013,"$1,001 - $15,000",5.75% pfd,The Honorable Thad Cochran (Former Senator),,
3263,,65,Self,ZION,Zions Bancorporation (NASDAQ),Sale (Full),06/06/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3264,,66,Self,VILLX,Villere Balanced Inv (NASDAQ),Purchase,06/11/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
3265,,67,Self,IO,ION Geophysical Corporation (NYSE),Sale (Full),06/12/2013,"$1,001 - $15,000",,The Honorable Thad Cochran (Former Senator),,
