,Unnamed: 0,#,Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments,Senator Name,Type,Comment
908,,24,Self,FRIAX,Franklin Income Adv (NASDAQ),Sale (Partial),11/25/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
909,,25,Self,SVAIX,Federated Strategic Value Dividend Instl (NASDAQ),Sale (Partial),11/25/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
910,,26,Self,SOPAX,ClearBridge Equity Income A (NASDAQ),Sale (Partial),11/25/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
911,,27,Self,PMDPX,Principal Small-MidCap Dividend Inc P (NASDAQ),Sale (Partial),11/25/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
912,,28,Self,PPSPX,Principal Preferred Securities P (NASDAQ),Purchase,11/26/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
913,,29,Spouse,IDITX,Transamerica Flexible Income A (NASDAQ),Sale (Partial),11/08/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
914,,30,Self,RRGAX,DWS RREEF Global Real Estate Secs A (NASDAQ),Purchase,12/19/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
915,,31,Self,PPSPX,Principal Preferred Securities P (NASDAQ),Purchase,12/19/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
916,,32,Self,JDEZX,Prudential Jennison Equity Income Z (NASDAQ),Purchase,12/23/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
917,,33,Self,ARIDX,ASTON/River Road Dividend All Cap Val I (NASDAQ),Purchase,12/31/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
918,,34,Self,GNEIX,Geneva Advisors Equity Income I (NASDAQ),Purchase,12/31/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
919,,35,Joint,GAFYX,Natixis ASG Global Alternatives Y (NASDAQ),Sale (Full),04/30/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
920,,36,Joint,PCRPX,PIMCO Commodity Real Return Strat P (NASDAQ),Sale (Full),04/30/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
921,,37,Joint,ACINX,Columbia Acorn International Z (NASDAQ),Purchase,04/30/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
922,,38,Joint,RSIGX,RS International Y (NASDAQ),Sale (Full),04/30/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
923,,39,Joint,MYSIX,Munder International Small-Cap Y (NASDAQ),Sale (Full),04/30/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
924,,40,Joint,MQGIX,MFS International Growth I (NASDAQ),Purchase,04/30/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
925,,41,Joint,AQMNX,AQR Managed Futures Strategy N (NASDAQ),Purchase,05/02/2013,"$15,001 - $50,000",,"Grassley, Charles E.",,
926,,42,Joint,NFEAX,Columbia Marsico Focused Equities A (NASDAQ),Purchase,06/26/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
927,,43,Joint,NFEAX,Columbia Marsico Focused Equities A (NASDAQ),Sale (Full),07/15/2013,"$15,001 - $50,000",,"Grassley, Charles E.",,
928,,44,Joint,BIAGX,Brown Advisory Growth Equity Inv (NASDAQ),Purchase,07/17/2013,"$15,001 - $50,000",,"Grassley, Charles E.",,
929,,45,Joint,TSCPX,AMG TimesSquare Small Cap Growth Prem (NASDAQ),Purchase,08/26/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
930,,46,Joint,JLPSX,JPMorgan US Large Cap Core Plus Select (NASDAQ),Purchase,12/13/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
931,,47,Joint,JVLAX,JHancock Disciplined Value A (NASDAQ),Purchase,12/17/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
932,,48,Joint,EXEYX,Manning & Napier Equity (NASDAQ),Purchase,12/17/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
933,,49,Joint,NBGNX,Neuberger Berman Genesis Inv (NASDAQ),Purchase,12/17/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
934,,50,Joint,HIEMX,Virtus Emerging Markets Opportunities I (NASDAQ),Purchase,04/30/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
935,,51,Joint,JVTAX,Janus Venture A (NASDAQ),Sale (Full),08/26/2013,"$1,001 - $15,000",,"Grassley, Charles E.",,
936,,1,Self,DFTIX,DFA Intermediate-Term Municipal Bd I (NASDAQ),Sale (Full),11/04/2013,"$50,001 - $100,000",,"Manchin, Joe",,
937,,2,Self,--,Sallie Mae Bank CD 0.80% 11/20/15,Purchase,11/13/2013,"$15,001 - $50,000",,"Manchin, Joe",,
938,,3,Self,--,Sallie Mae Bank CD 1.30% 10/24/16,Purchase,11/13/2013,"$15,001 - $50,000",,"Manchin, Joe",,
939,,4,Self,TIP,iShares TIPS Bond,Sale (Full),11/04/2013,"$15,001 - $50,000",,"Manchin, Joe",,
940,,5,Self,DFGFX,DFA Two-Year Global Fixed-Income I (NASDAQ),Purchase,11/04/2013,"$15,001 - $50,000",,"Manchin, Joe",,
941,,6,Self,DFCEX,DFA Emerging Markets Core Equity I (NASDAQ),Purchase,11/04/2013,"$1,001 - $15,000",,"Manchin, Joe",,
942,,7,Self,DFREX,DFA Real Estate Securities I (NASDAQ),Purchase,11/04/2013,"$1,001 - $15,000",,"Manchin, Joe",,
943,,8,Self,DFISX,DFA International Small Company I (NASDAQ),Sale (Partial),11/04/2013,"$1,001 - $15,000",,"Manchin, Joe",,
944,,9,Self,DISVX,DFA International Small Cap Value I (NASDAQ),Sale (Partial),11/04/2013,"$1,001 - $15,000",,"Manchin, Joe",,
945,,10,Self,DFUVX,DFA US Large Cap Value III (NASDAQ),Sale (Partial),11/04/2013,"$15,001 - $50,000",,"Manchin, Joe",,
946,,11,Self,DFSTX,DFA US Small Cap I (NASDAQ),Sale (Partial),11/04/2013,"$1,001 - $15,000",,"Manchin, Joe",,
947,,12,Self,TIP,iShares TIPS Bond,Sale (Full),11/04/2013,"$1,001 - $15,000",,"Manchin, Joe",,
948,,13,Self,VIFSX,Vanguard 500 Index Signal (NASDAQ),Sale (Partial),11/04/2013,"$1,001 - $15,000",,"Manchin, Joe",,
949,,14,Self,VYSVX,Vericimetry U.S. Small Cap Value (NASDAQ),Sale (Partial),11/04/2013,"$15,001 - $50,000",,"Manchin, Joe",,
950,,15,Self,--,Sallie Mae Bank CD 2.15% 10/30/18,Purchase,11/13/2013,"$50,001 - $100,000",,"Manchin, Joe",,
951,,1,Self,BBEP,Breitburn Energy Partners L.P. (NASDAQ),Purchase,01/29/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
952,,2,Self,BBEP,Breitburn Energy Partners L.P. (NASDAQ),Sale (Full),05/29/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
953,,3,Self,APL,"Atlas Pipeline Partners, L.P. (NYSE)",Sale (Full),09/04/2013,"$15,001 - $50,000",,The Honorable Patrick J Toomey (Former Senator),,
954,,4,Joint,LGP,Lehigh Gas Partners LP (NYSE),Sale (Full),10/30/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
955,,5,Self,RSP,Guggenheim S&P 500 Equal Weight,Purchase,11/19/2013,"$15,001 - $50,000",,The Honorable Patrick J Toomey (Former Senator),,
956,,6,Self,IWF,iShares Russell 1000 Growth,Purchase,11/19/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
957,,7,Self,IJK,iShares S&P MidCap 400 Growth,Purchase,11/19/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
958,,8,Self,IJJ,iShares S&P Mid-Cap 400 Value,Purchase,02/01/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
959,,9,Self,IJK,iShares S&P MidCap 400 Growth,Purchase,11/19/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
960,,10,Self,IJH,iShares Core S&P Mid-Cap,Purchase,11/19/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
961,,11,Self,QQQ,"PowerShares QQQ Trust, Series 1 (NASDAQ)",Purchase,11/19/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
962,,12,Self,SPY,SPDR S&P 500,Purchase,11/19/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
963,,13,Self,AMLP,ALPS Alerian MLP ETF,Purchase,10/01/2013,"$15,001 - $50,000",,The Honorable Patrick J Toomey (Former Senator),,
964,,14,Self,PSP,PowerShares Global Listed Private Eq,Purchase,11/18/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
965,,15,Spouse,RSP,Guggenheim S&P 500 Equal Weight,Purchase,02/01/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
966,,16,Spouse,ILF,iShares Latin America 40,Purchase,02/01/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
967,,17,Spouse,EEM,iShares MSCI Emerging Markets,Purchase,02/01/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
968,,18,Spouse,IJH,iShares Core S&P Mid-Cap,Purchase,02/01/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
969,,19,Self,AMLP,ALPS Alerian MLP ETF,Purchase,10/01/2013,"$15,001 - $50,000",,The Honorable Patrick J Toomey (Former Senator),,
970,,20,Self,--,iShares Gold Trust Fund,Sale (Full),02/01/2013,"$1,001 - $15,000",,The Honorable Patrick J Toomey (Former Senator),,
971,,1,Self,IBM,International Business Machines Corporation (NYSE),Sale (Partial),01/07/2013,"$100,001 - $250,000",,"Warren, Elizabeth",,
972,,2,Self,--,Vanguard Target Retirement 2015 exchanged for TIAA-CREF Traditional,Exchange,01/10/2013,"$15,001 - $50,000",,"Warren, Elizabeth",,
973,,3,Self,IBM,International Business Machines Corporation (NYSE),Sale (Full),01/14/2013,"$15,001 - $50,000",,"Warren, Elizabeth",,
974,,1,Self,--,"Triborough Bridge and Tunnel Authority NY Revenue, Series A Bonds",Sale (Full),11/15/2013,"$1,001 - $15,000",Redemption of called bond,"Schumer, Charles E.",,
975,,1,Spouse,BUFMX,Buffalo Mid Cap (NASDAQ),Sale (Full),04/15/2013,"$50,001 - $100,000",,"Murray, Patty",,
976,,2,Spouse,RSCMX,Columbia Mid Cap Value Opportunity R5 (NASDAQ),Sale (Full),04/15/2013,"$15,001 - $50,000",,"Murray, Patty",,
977,,3,Spouse,FLPKX,Fidelity Low-Priced Stock K (NASDAQ),Purchase,04/15/2013,"$50,001 - $100,000",,"Murray, Patty",,
